ANO;NIVEL;COD_CURSO;NOME_CURSO;CIDADE;PAIS;NOME_PAIS;TOTAL;
2001;D;70;Educação;Belo Horizonte;BR;Brasil;6;
2001;D;70;Educação;Biombo;GW;Guiné-Bissau;1;
2001;D;70;Educação;Bogotá;CO;Colômbia;1;
2001;D;70;Educação;Boituva;BR;Brasil;1;
2001;D;70;Educação;Bom Despacho;BR;Brasil;1;
2001;D;70;Educação;Borrazópolis;BR;Brasil;1;
2001;D;70;Educação;Botelhos;BR;Brasil;1;
2001;D;70;Educação;Bragança Paulista;BR;Brasil;3;
2001;D;70;Educação;Brasília;BR;Brasil;1;
2001;D;70;Educação;Bremerton;US;Estados Unidos da América;1;
2001;D;70;Educação;Cabo Verde;BR;Brasil;1;
2001;D;70;Educação;Cachoeiro de Itapemirim;BR;Brasil;1;
2001;D;70;Educação;Caçador;BR;Brasil;1;
2001;D;70;Educação;Cajuri;BR;Brasil;1;
2001;D;70;Educação;Campinas;BR;Brasil;35;
2001;D;70;Educação;Campo Grande;BR;Brasil;3;
2001;D;70;Educação;Caracas;VE;Venezuela;1;
2001;D;70;Educação;Careaçu;BR;Brasil;1;
2001;D;70;Educação;Catanduva;BR;Brasil;1;
2001;D;70;Educação;Caucaia;BR;Brasil;1;
2001;D;70;Educação;Caxias do Sul;BR;Brasil;1;
2001;D;70;Educação;Cazengo;AO;Angola;1;
2001;D;70;Educação;Centralina;BR;Brasil;1;
2001;D;70;Educação;Chapecó;BR;Brasil;1;
2001;D;70;Educação;Colatina;BR;Brasil;1;
2001;D;70;Educação;Cornélio Procópio;BR;Brasil;1;
2001;D;70;Educação;Coronel Sapucaia;BR;Brasil;1;
2001;D;70;Educação;Coronel Vivida;BR;Brasil;1;
2001;D;70;Educação;Cotiporã;BR;Brasil;1;
2001;D;70;Educação;Córdoba;AR;Argentina;1;
2001;D;70;Educação;Cruzeiro;BR;Brasil;2;
2001;D;70;Educação;Curitiba;BR;Brasil;6;
2001;D;70;Educação;Currais Novos;BR;Brasil;1;
2001;D;70;Educação;Custódia;BR;Brasil;1;
2001;D;70;Educação;Delfinópolis;BR;Brasil;1;
2001;D;70;Educação;Descalvado;BR;Brasil;1;
2001;D;70;Educação;Dionísio Cerqueira;BR;Brasil;1;
2001;D;70;Educação;Dois Córregos;BR;Brasil;1;
2001;D;70;Educação;Duque de Caxias;BR;Brasil;1;
2001;D;70;Educação;Erechim;BR;Brasil;1;
2001;D;70;Educação;Espírito Santo do Pinhal;BR;Brasil;1;
2001;D;70;Educação;Espumoso;BR;Brasil;1;
2001;D;70;Educação;Farroupilha;BR;Brasil;1;
2001;D;70;Educação;Fernandópolis;BR;Brasil;3;
2001;D;70;Educação;Florianópolis;BR;Brasil;3;
2001;D;70;Educação;Fortaleza;BR;Brasil;3;
2001;D;70;Educação;Franca;BR;Brasil;2;
2001;D;70;Educação;Francisco Sá;BR;Brasil;1;
2001;D;70;Educação;Frutal;BR;Brasil;1;
2001;D;70;Educação;Garibaldi;BR;Brasil;1;
2001;D;70;Educação;Grão Mogol;BR;Brasil;1;
2001;D;70;Educação;Guarapuava;BR;Brasil;1;
2001;D;70;Educação;Guaxupé;BR;Brasil;1;
2001;D;70;Educação;Ibiporã;BR;Brasil;1;
2001;D;70;Educação;Ibiraci;BR;Brasil;1;
2001;D;70;Educação;Ibitinga;BR;Brasil;1;
2001;D;70;Educação;Ibituruna;BR;Brasil;1;
2001;D;70;Educação;Ijuí;BR;Brasil;1;
2001;D;70;Educação;Ilhéus;BR;Brasil;1;
2001;D;70;Educação;Inconfidentes;BR;Brasil;1;
2001;D;70;Educação;Indaiatuba;BR;Brasil;1;
2001;D;70;Educação;Ipumirim;BR;Brasil;1;
2001;D;70;Educação;Irapuru;BR;Brasil;1;
2001;D;70;Educação;Itajá;BR;Brasil;1;
2001;D;70;Educação;Itanhandu;BR;Brasil;1;
2001;D;70;Educação;Itapagipe;BR;Brasil;1;
2001;D;70;Educação;Itapetinga;BR;Brasil;1;
2001;D;70;Educação;Itapetininga;BR;Brasil;2;
2001;D;70;Educação;Itapira;BR;Brasil;1;
2001;D;70;Educação;Itapuí;BR;Brasil;1;
2001;D;70;Educação;Itatiba;BR;Brasil;1;
2001;D;70;Educação;Itaú de Minas;BR;Brasil;1;
2001;D;70;Educação;Itaúna;BR;Brasil;1;
2001;D;70;Educação;Itirapuã;BR;Brasil;1;
2001;D;70;Educação;Itu;BR;Brasil;3;
2001;D;70;Educação;Ituiutaba;BR;Brasil;1;
2001;D;70;Educação;Ivaiporã;BR;Brasil;1;
2001;D;70;Educação;Jaguaruna;BR;Brasil;1;
2001;D;70;Educação;João Pessoa;BR;Brasil;1;
2001;D;70;Educação;Jundiaí;BR;Brasil;5;
2001;D;70;Educação;Lagoa Vermelha;BR;Brasil;1;
2001;D;70;Educação;Lavras;BR;Brasil;1;
2001;D;70;Educação;Lençóis Paulista;BR;Brasil;1;
2001;D;70;Educação;Leópolis;BR;Brasil;1;
2001;D;70;Educação;Lima;PE;Peru;2;
2001;D;70;Educação;Limeira;BR;Brasil;1;
2001;D;70;Educação;Londrina;BR;Brasil;6;
2001;D;70;Educação;Luanda;AO;Angola;2;
2001;D;70;Educação;Lucélia;BR;Brasil;1;
2001;D;70;Educação;Macatuba;BR;Brasil;1;
2001;D;70;Educação;Maceió;BR;Brasil;1;
2001;D;70;Educação;Mandaguaçu;BR;Brasil;1;
2001;D;70;Educação;Maracaí;BR;Brasil;1;
2001;D;70;Educação;Marau;BR;Brasil;1;
2001;D;70;Educação;Maringá;BR;Brasil;2;
2001;D;70;Educação;Marília;BR;Brasil;1;
2001;D;70;Educação;Marumbi;BR;Brasil;1;
2001;D;70;Educação;Mateus Leme;BR;Brasil;1;
2001;D;70;Educação;Mauá;BR;Brasil;1;
2001;D;70;Educação;Mirabela;BR;Brasil;1;
2001;D;70;Educação;Mirandópolis;BR;Brasil;1;
2001;D;70;Educação;Mirassol;BR;Brasil;1;
2001;D;70;Educação;Mococa;BR;Brasil;2;
2001;D;70;Educação;Mogi das Cruzes;BR;Brasil;2;
2001;D;70;Educação;Mogi Guaçu;BR;Brasil;2;
2001;D;70;Educação;Mogi Mirim;BR;Brasil;1;
2001;D;70;Educação;Monte Mor;BR;Brasil;2;
2001;D;70;Educação;Montevideo;UY;Uruguai;1;
2001;D;70;Educação;Natal;BR;Brasil;1;
2001;D;70;Educação;Nova Granada;BR;Brasil;1;
2001;D;70;Educação;Olímpia;BR;Brasil;2;
2001;D;70;Educação;Oriente;BR;Brasil;1;
2001;D;70;Educação;Ouro Preto;BR;Brasil;1;
2001;D;70;Educação;Paim Filho;BR;Brasil;1;
2001;D;70;Educação;Palestina;BR;Brasil;1;
2001;D;70;Educação;Palmas;BR;Brasil;2;
2001;D;70;Educação;Paranaiguara;BR;Brasil;1;
2001;D;70;Educação;Passo Fundo;BR;Brasil;1;
2001;D;70;Educação;Patos de Minas;BR;Brasil;3;
2001;D;70;Educação;Patrocínio;BR;Brasil;1;
2001;D;70;Educação;Paulo Afonso;BR;Brasil;1;
2001;D;70;Educação;Pindamonhangaba;BR;Brasil;1;
2001;D;70;Educação;Piracicaba;BR;Brasil;6;
2001;D;70;Educação;Pirangi;BR;Brasil;1;
2001;D;70;Educação;Pirassununga;BR;Brasil;1;
2001;D;70;Educação;Ponta Grossa;BR;Brasil;2;
2001;D;70;Educação;Porto Alegre;BR;Brasil;5;
2001;D;70;Educação;Porto Ferreira;BR;Brasil;1;
2001;D;70;Educação;Porto Lucena;BR;Brasil;1;
2001;D;70;Educação;Porto União;BR;Brasil;1;
2001;D;70;Educação;Poxoréu;BR;Brasil;1;
2001;D;70;Educação;Prata;BR;Brasil;1;
2001;D;70;Educação;Presidente Bernardes;BR;Brasil;1;
2001;D;70;Educação;Presidente Prudente;BR;Brasil;3;
2001;D;70;Educação;Promissão;BR;Brasil;1;
2001;D;70;Educação;Punta Arenas;CL;Chile;1;
2001;D;70;Educação;Quaraí;BR;Brasil;1;
2001;D;70;Educação;Recife;BR;Brasil;4;
2001;D;70;Educação;Regente Feijó;BR;Brasil;1;
2001;D;70;Educação;Registro;BR;Brasil;1;
2001;D;70;Educação;Ribeirão Preto;BR;Brasil;4;
2001;D;70;Educação;Rio Branco;BR;Brasil;1;
2001;D;70;Educação;Rio Brilhante;BR;Brasil;1;
2001;D;70;Educação;Rio Claro;BR;Brasil;3;
2001;D;70;Educação;Rio de Janeiro;BR;Brasil;21;
2001;D;70;Educação;Rio Pardo;BR;Brasil;1;
2001;D;70;Educação;Risaralda;CO;Colômbia;1;
2001;D;70;Educação;Rondon;BR;Brasil;1;
2001;D;70;Educação;Rondonópolis;BR;Brasil;1;
2001;D;70;Educação;Saltinho;BR;Brasil;1;
2001;D;70;Educação;Salto;BR;Brasil;1;
2001;D;70;Educação;Salvador;BR;Brasil;3;
2001;D;70;Educação;San Ramon;PE;Peru;1;
2001;D;70;Educação;Santa Bárbara D'Oeste;BR;Brasil;1;
2001;D;70;Educação;Santa Branca;BR;Brasil;1;
2001;D;70;Educação;Santa Isabel do Ivaí;BR;Brasil;1;
2001;D;70;Educação;Santa Isabel do Pará;BR;Brasil;1;
2001;D;70;Educação;Santa Juliana;BR;Brasil;1;
2001;D;70;Educação;Santa Maria;BR;Brasil;3;
2001;D;70;Educação;Santafé de Bogotá;CO;Colômbia;1;
2001;D;70;Educação;Santarém;BR;Brasil;2;
2001;D;70;Educação;Santiago;CL;Chile;1;
2001;D;70;Educação;Santo Anastácio;BR;Brasil;1;
2001;D;70;Educação;Santo André;BR;Brasil;2;
2001;D;70;Educação;Santo Antônio da Platina;BR;Brasil;1;
2001;D;70;Educação;Santo Antônio do Sudoeste;BR;Brasil;1;
2001;D;70;Educação;Santos;BR;Brasil;3;
2001;D;70;Educação;Sarandi;BR;Brasil;1;
2001;D;70;Educação;São Bernardo do Campo;BR;Brasil;1;
2001;D;70;Educação;São Carlos;BR;Brasil;2;
2001;D;70;Educação;São Carlos do Ivaí;BR;Brasil;1;
2001;D;70;Educação;São Francisco;BR;Brasil;1;
2001;D;70;Educação;São João da Boa Vista;BR;Brasil;1;
2001;D;70;Educação;São João Del Rei;BR;Brasil;1;
2001;D;70;Educação;São José do Rio Pardo;BR;Brasil;1;
2001;D;70;Educação;São José do Rio Preto;BR;Brasil;2;
2001;D;70;Educação;São José dos Campos;BR;Brasil;1;
2001;D;70;Educação;São Luiz Gonzaga;BR;Brasil;1;
2001;D;70;Educação;São Luís;BR;Brasil;1;
2001;D;70;Educação;São Paulo;BR;Brasil;43;
2001;D;70;Educação;São Pedro;BR;Brasil;1;
2001;D;70;Educação;São Sebastião do Alto;BR;Brasil;1;
2001;D;70;Educação;Senhor do Bonfim;BR;Brasil;1;
2001;D;70;Educação;Serrinha;BR;Brasil;1;
2001;D;70;Educação;Siachoque;CO;Colômbia;1;
2001;D;70;Educação;Siderópolis;BR;Brasil;1;
2001;D;70;Educação;Soledade de Minas;BR;Brasil;1;
2001;D;70;Educação;Sorocaba;BR;Brasil;3;
2001;D;70;Educação;Tandil;AR;Argentina;1;
2001;D;70;Educação;Taquara;BR;Brasil;2;
2001;D;70;Educação;Taquarituba;BR;Brasil;1;
2001;D;70;Educação;Teixeira Soares;BR;Brasil;1;
2001;D;70;Educação;Teresina;BR;Brasil;1;
2001;D;70;Educação;Terra Boa;BR;Brasil;1;
2001;D;70;Educação;Tesouro;BR;Brasil;1;
2001;D;70;Educação;Três Lagoas;BR;Brasil;2;
2001;D;70;Educação;Três Pontas;BR;Brasil;1;
2001;D;70;Educação;Três Rios;BR;Brasil;1;
2001;D;70;Educação;Tubarão;BR;Brasil;2;
2001;D;70;Educação;Tupaciguara;BR;Brasil;1;
2001;D;70;Educação;Tupã;BR;Brasil;2;
2001;D;70;Educação;Uberlândia;BR;Brasil;1;
2001;D;70;Educação;Urussanga;BR;Brasil;1;
2001;D;70;Educação;Vacaria;BR;Brasil;1;
2001;D;70;Educação;Valinhos;BR;Brasil;1;
2001;D;70;Educação;Valparaiso;CL;Chile;1;
2001;D;70;Educação;Vinhedo;BR;Brasil;1;
2001;D;70;Educação;Vitorino;BR;Brasil;1;
2001;D;70;Educação;Vitória;BR;Brasil;1;
2001;D;70;Educação;Vitória do Mearim;BR;Brasil;1;
2001;D;70;Educação;Votuporanga;BR;Brasil;1;
2001;D;70;Educação;Xaxim;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Adamantina;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Americana;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Aracaju;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Araçatuba;BR;Brasil;3;
2001;D;73;Clínica Odontológica;Arapongas;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Araraquara;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Araras;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Arcoverde;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Bela Vista do Paraíso;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Belém;BR;Brasil;2;
2001;D;73;Clínica Odontológica;Belo Horizonte;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Botucatu;BR;Brasil;2;
2001;D;73;Clínica Odontológica;Bragança Paulista;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Brasília;BR;Brasil;3;
2001;D;73;Clínica Odontológica;Campinas;BR;Brasil;4;
2001;D;73;Clínica Odontológica;Coronel Fabriciano;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Curitiba;BR;Brasil;3;
2001;D;73;Clínica Odontológica;Curitibanos;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Descalvado;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Fortaleza;BR;Brasil;4;
2001;D;73;Clínica Odontológica;Goiânia;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Guarujá do Sul;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Guarulhos;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Indaiatuba;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Inhumas;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Itabuna;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Itapira;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Itu;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Jaú;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Lagoa Vermelha;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Leopoldina;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Lima;PE;Peru;1;
2001;D;73;Clínica Odontológica;Lins;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Maringá;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Marília;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Martinópolis;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Mogi das Cruzes;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Montes Altos;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Montes Claros;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Natal;BR;Brasil;3;
2001;D;73;Clínica Odontológica;Paraguaçu Paulista;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Parnaíba;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Passo Fundo;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Passos;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Pilar do Sul;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Piracicaba;BR;Brasil;4;
2001;D;73;Clínica Odontológica;Porto Nacional;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Presidente Bernardes;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Presidente Prudente;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Recife;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Ribeirão Pires;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Ribeirão Preto;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Ribeirão Vermelho;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Rio Claro;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Rio de Janeiro;BR;Brasil;4;
2001;D;73;Clínica Odontológica;Salvador;BR;Brasil;2;
2001;D;73;Clínica Odontológica;Santos;BR;Brasil;1;
2001;D;73;Clínica Odontológica;São Bernardo do Campo;BR;Brasil;1;
2001;D;73;Clínica Odontológica;São Caetano do Sul;BR;Brasil;1;
2001;D;73;Clínica Odontológica;São Carlos;BR;Brasil;2;
2001;D;73;Clínica Odontológica;São José do Ouro;BR;Brasil;1;
2001;D;73;Clínica Odontológica;São Luís;BR;Brasil;1;
2001;D;73;Clínica Odontológica;São Mateus do Sul;BR;Brasil;1;
2001;D;73;Clínica Odontológica;São Miguel do Oeste;BR;Brasil;1;
2001;D;73;Clínica Odontológica;São Paulo;BR;Brasil;7;
2001;D;73;Clínica Odontológica;Sorocaba;BR;Brasil;3;
2001;D;73;Clínica Odontológica;Teófilo Otoni;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Uberaba;BR;Brasil;3;
2001;D;73;Clínica Odontológica;Uberlândia;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Umuarama;BR;Brasil;1;
2001;D;73;Clínica Odontológica;Volta Redonda;BR;Brasil;2;
2001;D;74;Filosofia;Acajutiba;BR;Brasil;1;
2001;D;74;Filosofia;Amparo;BR;Brasil;1;
2001;D;74;Filosofia;Antônio Prado;BR;Brasil;1;
2001;D;74;Filosofia;Araçatuba;BR;Brasil;1;
2001;D;74;Filosofia;Barretos;BR;Brasil;1;
2001;D;74;Filosofia;Belém;BR;Brasil;2;
2001;D;74;Filosofia;Belo Horizonte;BR;Brasil;2;
2001;D;74;Filosofia;Birigüi;BR;Brasil;1;
2001;D;74;Filosofia;Botucatu;BR;Brasil;1;
2001;D;74;Filosofia;Bragança Paulista;BR;Brasil;1;
2001;D;74;Filosofia;Buenos Aires;AR;Argentina;1;
2001;D;74;Filosofia;Cambará;BR;Brasil;1;
2001;D;74;Filosofia;Campina Grande;BR;Brasil;1;
2001;D;74;Filosofia;Campinas;BR;Brasil;3;
2001;D;74;Filosofia;Cañada de Gomez;AR;Argentina;1;
2001;D;74;Filosofia;Córdoba;AR;Argentina;1;
2001;D;74;Filosofia;Curitiba;BR;Brasil;2;
2001;D;74;Filosofia;Estrela do Sul;BR;Brasil;1;
2001;D;74;Filosofia;Filadelfia;US;Estados Unidos da América;1;
2001;D;74;Filosofia;Fortaleza;BR;Brasil;1;
2001;D;74;Filosofia;Garanhuns;BR;Brasil;1;
2001;D;74;Filosofia;Goiânia;BR;Brasil;1;
2001;D;74;Filosofia;Governador Valadares;BR;Brasil;1;
2001;D;74;Filosofia;Granadero Baigorria;AR;Argentina;1;
2001;D;74;Filosofia;Ibicaraí;BR;Brasil;1;
2001;D;74;Filosofia;Ibiraiaras;BR;Brasil;1;
2001;D;74;Filosofia;Itapetininga;BR;Brasil;1;
2001;D;74;Filosofia;Itápolis;BR;Brasil;1;
2001;D;74;Filosofia;Jacarezinho;BR;Brasil;1;
2001;D;74;Filosofia;João Pessoa;BR;Brasil;1;
2001;D;74;Filosofia;Juiz de Fora;BR;Brasil;1;
2001;D;74;Filosofia;Jundiaí;BR;Brasil;1;
2001;D;74;Filosofia;Junín;AR;Argentina;1;
2001;D;74;Filosofia;La Plata;AR;Argentina;1;
2001;D;74;Filosofia;Leopoldina;BR;Brasil;1;
2001;D;74;Filosofia;Lincoln;AR;Argentina;1;
2001;D;74;Filosofia;Maceió;BR;Brasil;1;
2001;D;74;Filosofia;Machado;BR;Brasil;1;
2001;D;74;Filosofia;Manacapuru;BR;Brasil;1;
2001;D;74;Filosofia;Manaus;BR;Brasil;2;
2001;D;74;Filosofia;Mandaguari;BR;Brasil;1;
2001;D;74;Filosofia;Mococa;BR;Brasil;1;
2001;D;74;Filosofia;Mogi Mirim;BR;Brasil;1;
2001;D;74;Filosofia;Montevideo;UY;Uruguai;1;
2001;D;74;Filosofia;Natal;BR;Brasil;3;
2001;D;74;Filosofia;Paranaguá;BR;Brasil;1;
2001;D;74;Filosofia;Paris;FR;França;1;
2001;D;74;Filosofia;Passo Fundo;BR;Brasil;1;
2001;D;74;Filosofia;Pau Brasil;BR;Brasil;1;
2001;D;74;Filosofia;Pilar do Sul;BR;Brasil;1;
2001;D;74;Filosofia;Piracicaba;BR;Brasil;1;
2001;D;74;Filosofia;Ponta Grossa;BR;Brasil;1;
2001;D;74;Filosofia;Porto Alegre;BR;Brasil;2;
2001;D;74;Filosofia;Ribeirão Preto;BR;Brasil;2;
2001;D;74;Filosofia;Rio Claro;BR;Brasil;2;
2001;D;74;Filosofia;Rio de Janeiro;BR;Brasil;9;
2001;D;74;Filosofia;Salvador;BR;Brasil;1;
2001;D;74;Filosofia;Santa Fé do Sul;BR;Brasil;1;
2001;D;74;Filosofia;Santa Maria;BR;Brasil;1;
2001;D;74;Filosofia;Santo Antônio da Patrulha;BR;Brasil;1;
2001;D;74;Filosofia;São Carlos;BR;Brasil;1;
2001;D;74;Filosofia;São Paulo;BR;Brasil;7;
2001;D;74;Filosofia;Sorocaba;BR;Brasil;1;
2001;D;74;Filosofia;Tanhaçu;BR;Brasil;1;
2001;D;74;Filosofia;Taquaritinga;BR;Brasil;1;
2001;D;74;Filosofia;Tarauacá;BR;Brasil;1;
2001;D;74;Filosofia;Três Lagoas;BR;Brasil;1;
2001;D;74;Filosofia;Tupã;BR;Brasil;1;
2001;D;74;Filosofia;Vargem Grande do Sul;BR;Brasil;1;
2001;D;75;Clínica Médica;Araçatuba;BR;Brasil;1;
2001;D;75;Clínica Médica;Arapiraca;BR;Brasil;1;
2001;D;75;Clínica Médica;Bauru;BR;Brasil;1;
2001;D;75;Clínica Médica;Belo Horizonte;BR;Brasil;3;
2001;D;75;Clínica Médica;Blumenau;BR;Brasil;1;
2001;D;75;Clínica Médica;Botucatu;BR;Brasil;1;
2001;D;75;Clínica Médica;Bragança Paulista;BR;Brasil;1;
2001;D;75;Clínica Médica;Brasília;BR;Brasil;2;
2001;D;75;Clínica Médica;Buenos Aires;AR;Argentina;1;
2001;D;75;Clínica Médica;Cabo Verde;BR;Brasil;1;
2001;D;75;Clínica Médica;Campinas;BR;Brasil;9;
2001;D;75;Clínica Médica;Catanduva;BR;Brasil;1;
2001;D;75;Clínica Médica;Clementina;BR;Brasil;1;
2001;D;75;Clínica Médica;Congas;PE;Peru;1;
2001;D;75;Clínica Médica;Cosmópolis;BR;Brasil;1;
2001;D;75;Clínica Médica;Duartina;BR;Brasil;1;
2001;D;75;Clínica Médica;Fortaleza;BR;Brasil;2;
2001;D;75;Clínica Médica;Indiaporã;BR;Brasil;1;
2001;D;75;Clínica Médica;Iquitos;PE;Peru;1;
2001;D;75;Clínica Médica;Itabaiana;BR;Brasil;1;
2001;D;75;Clínica Médica;Jaú;BR;Brasil;1;
2001;D;75;Clínica Médica;Juiz de Fora;BR;Brasil;1;
2001;D;75;Clínica Médica;Leme;BR;Brasil;1;
2001;D;75;Clínica Médica;Limeira;BR;Brasil;1;
2001;D;75;Clínica Médica;Lins;BR;Brasil;1;
2001;D;75;Clínica Médica;Macapá;BR;Brasil;1;
2001;D;75;Clínica Médica;Mairiporã;BR;Brasil;1;
2001;D;75;Clínica Médica;Maringá;BR;Brasil;1;
2001;D;75;Clínica Médica;Piracicaba;BR;Brasil;4;
2001;D;75;Clínica Médica;Piratininga;BR;Brasil;1;
2001;D;75;Clínica Médica;Pitangueiras;BR;Brasil;1;
2001;D;75;Clínica Médica;Poços de Caldas;BR;Brasil;1;
2001;D;75;Clínica Médica;Quixadá;BR;Brasil;1;
2001;D;75;Clínica Médica;Recife;BR;Brasil;3;
2001;D;75;Clínica Médica;Rio Claro;BR;Brasil;2;
2001;D;75;Clínica Médica;Rio de Janeiro;BR;Brasil;4;
2001;D;75;Clínica Médica;Santa Bárbara D'Oeste;BR;Brasil;1;
2001;D;75;Clínica Médica;São Leopoldo;BR;Brasil;1;
2001;D;75;Clínica Médica;São Luís;BR;Brasil;1;
2001;D;75;Clínica Médica;São Manuel;BR;Brasil;1;
2001;D;75;Clínica Médica;São Paulo;BR;Brasil;21;
2001;D;75;Clínica Médica;Sorocaba;BR;Brasil;1;
2001;D;75;Clínica Médica;Tupã;BR;Brasil;1;
2001;D;75;Clínica Médica;Uberaba;BR;Brasil;2;
2001;D;75;Clínica Médica;Uberlândia;BR;Brasil;1;
2001;D;75;Clínica Médica;Valparaiso;CL;Chile;1;
2001;D;76;Geociências;Arequipa;PE;Peru;1;
2001;D;76;Geociências;Atalaia;BR;Brasil;1;
2001;D;76;Geociências;Belém;BR;Brasil;2;
2001;D;76;Geociências;Belo Horizonte;BR;Brasil;2;
2001;D;76;Geociências;Bragança Paulista;BR;Brasil;1;
2001;D;76;Geociências;Buenos Aires;AR;Argentina;2;
2001;D;76;Geociências;Cachoeira;BR;Brasil;1;
2001;D;76;Geociências;Campinas;BR;Brasil;1;
2001;D;76;Geociências;Campo Grande;BR;Brasil;1;
2001;D;76;Geociências;Cícero Dantas;BR;Brasil;1;
2001;D;76;Geociências;Conselheiro Lafaiete;BR;Brasil;1;
2001;D;76;Geociências;Coronel Fabriciano;BR;Brasil;1;
2001;D;76;Geociências;Cuiabá;BR;Brasil;1;
2001;D;76;Geociências;Dom Silvério;BR;Brasil;1;
2001;D;76;Geociências;Guaíra;BR;Brasil;1;
2001;D;76;Geociências;Guarulhos;BR;Brasil;1;
2001;D;76;Geociências;La Habana;CU;Cuba;2;
2001;D;76;Geociências;Natal;BR;Brasil;2;
2001;D;76;Geociências;Nepomuceno;BR;Brasil;1;
2001;D;76;Geociências;Nova Iguaçu;BR;Brasil;1;
2001;D;76;Geociências;Pirajuí;BR;Brasil;2;
2001;D;76;Geociências;Porto Alegre;BR;Brasil;2;
2001;D;76;Geociências;Recife;BR;Brasil;1;
2001;D;76;Geociências;Rio Claro;BR;Brasil;1;
2001;D;76;Geociências;Rio de Janeiro;BR;Brasil;4;
2001;D;76;Geociências;Salvador;BR;Brasil;2;
2001;D;76;Geociências;Santos Dumont;BR;Brasil;1;
2001;D;76;Geociências;São José de Espinharas;BR;Brasil;1;
2001;D;76;Geociências;São Paulo;BR;Brasil;8;
2001;D;76;Geociências;São Pedro;BR;Brasil;1;
2001;D;76;Geociências;Teresina;BR;Brasil;1;
2001;D;76;Geociências;Tupandi;BR;Brasil;1;
2001;D;76;Geociências;Uberaba;BR;Brasil;1;
2001;D;76;Geociências;Urucurituba;BR;Brasil;1;
2001;D;76;Geociências;Vermelho Novo;BR;Brasil;1;
2001;D;78;Educação Física;Americana;BR;Brasil;1;
2001;D;78;Educação Física;Araraquara;BR;Brasil;1;
2001;D;78;Educação Física;Arealva;BR;Brasil;1;
2001;D;78;Educação Física;Astorga;BR;Brasil;1;
2001;D;78;Educação Física;Atibaia;BR;Brasil;1;
2001;D;78;Educação Física;Barretos;BR;Brasil;1;
2001;D;78;Educação Física;Belém;BR;Brasil;2;
2001;D;78;Educação Física;Brasília;BR;Brasil;1;
2001;D;78;Educação Física;Brotas;BR;Brasil;1;
2001;D;78;Educação Física;Campina Grande;BR;Brasil;1;
2001;D;78;Educação Física;Campinas;BR;Brasil;5;
2001;D;78;Educação Física;Coronel Fabriciano;BR;Brasil;1;
2001;D;78;Educação Física;Curitiba;BR;Brasil;2;
2001;D;78;Educação Física;Divinópolis;BR;Brasil;1;
2001;D;78;Educação Física;Erval Grande;BR;Brasil;1;
2001;D;78;Educação Física;Guaraci;BR;Brasil;1;
2001;D;78;Educação Física;Ibitinga;BR;Brasil;1;
2001;D;78;Educação Física;João Pessoa;BR;Brasil;1;
